file_name,sha256,size_bytes,width,height,annotation_count,domain,source_type,generator,generator_model,generation_session_id,prompt_id,vehicle_family,intended_condition,generation_group_id,parent_source_image,review_status,split
01_comms_possible.png,530f948aad73b92f0ec1551170be253eb788701c604d81572489c112719e1a7d,2614682,1536,1024,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,01_comms_possible,Humvee,01 comms possible,cvat-task-2585774:01_comms_possible,,cvat_annotations_received_pending_synthetic_qa,
02_weapon_station_severe.png,4f44b28380dfa52093a083575ee1548f6c7761e4d1b888a368acb1451932807f,2780598,1536,1024,6,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,02_weapon_station_severe,Humvee,02 weapon station severe,cvat-task-2585774:02_weapon_station_severe,,cvat_annotations_received_pending_synthetic_qa,
03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,2784856,1536,1024,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,03_windshield_severe,Humvee,03 windshield severe,cvat-task-2585774:03_windshield_severe,,cvat_annotations_received_pending_synthetic_qa,
04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,2628535,1448,1086,6,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,04_door_possible,Humvee,04 door possible,cvat-task-2585774:04_door_possible,,cvat_annotations_received_pending_synthetic_qa,
05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,2133989,1536,1024,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,05_engine_bay_unobservable,Humvee,05 engine bay unobservable,cvat-task-2585774:05_engine_bay_unobservable,,cvat_annotations_received_pending_synthetic_qa,
06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,2930332,1536,1024,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,06_wheel_tire_severe,Humvee,06 wheel tire severe,cvat-task-2585774:06_wheel_tire_severe,,cvat_annotations_received_pending_synthetic_qa,
07_comms_intact.png,dec990ce64d2417bbbd6d8bc175d74375b0e50cd7a5baa1b546544785b97d9c7,2503415,1448,1086,2,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,07_comms_intact,Humvee,07 comms intact,cvat-task-2585774:07_comms_intact,,cvat_annotations_received_pending_synthetic_qa,
08_comms_severe.png,6175b4fbef4256c92e365b2658a3db977638185a1fe5ea0ed7043371ecd73d73,2468495,1448,1086,0,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,08_comms_severe,Humvee,08 comms severe,cvat-task-2585774:08_comms_severe,,cvat_annotations_received_pending_synthetic_qa,
09_weapon_possible.png,5e064349e5735d2bc2282aa89c4300191f95a98704e98c465e6918c5526038fe,2359729,1448,1086,3,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,09_weapon_possible,Humvee,09 weapon possible,cvat-task-2585774:09_weapon_possible,,cvat_annotations_received_pending_synthetic_qa,
10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,2428961,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,10_weapon_intact,Humvee,10 weapon intact,cvat-task-2585774:10_weapon_intact,,cvat_annotations_received_pending_synthetic_qa,
11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,2450259,1448,1086,6,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,11_windshield_possible,Humvee,11 windshield possible,cvat-task-2585774:11_windshield_possible,,cvat_annotations_received_pending_synthetic_qa,
12_door_severe.png,1324e71db081f344728c884372cf4a1d940865e8e79ae62d4b410bc69ecfd230,2844021,1448,1086,4,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,12_door_severe,Humvee,12 door severe,cvat-task-2585774:12_door_severe,,cvat_annotations_received_pending_synthetic_qa,
13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,3175598,1448,1086,5,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,13_wheel_possible,Humvee,13 wheel possible,cvat-task-2585774:13_wheel_possible,,cvat_annotations_received_pending_synthetic_qa,
14_engine_severe.png,2b3c545ce0a766677c998bb6891ff59219cf92d04dcf195c1ad79b4981cad6b7,3268508,1448,1086,4,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,14_engine_severe,Humvee,14 engine severe,cvat-task-2585774:14_engine_severe,,cvat_annotations_received_pending_synthetic_qa,
15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,3466369,1449,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,15_desert_comms_severe,Humvee,15 desert comms severe,cvat-task-2585774:15_desert_comms_severe,,cvat_annotations_received_pending_synthetic_qa,
16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,3483925,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,16_forest_weapon_possible,Humvee,16 forest weapon possible,cvat-task-2585774:16_forest_weapon_possible,,cvat_annotations_received_pending_synthetic_qa,
17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,3420174,1448,1086,9,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,17_snow_windshield_severe,Humvee,17 snow windshield severe,cvat-task-2585774:17_snow_windshield_severe,,cvat_annotations_received_pending_synthetic_qa,
18_urban_door_possible.png,88520506976900de46a50236220ef6e846168b2c790aa39a2d904a03488c21d3,3216582,1448,1086,9,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,18_urban_door_possible,Humvee,18 urban door possible,cvat-task-2585774:18_urban_door_possible,,cvat_annotations_received_pending_synthetic_qa,
19_farm_wheel_severe.png,893f24c92e63bc30731f0b16c2d955ad3812e6647e1e174b3faa6c58e53a16ff,3344231,1449,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,19_farm_wheel_severe,Humvee,19 farm wheel severe,cvat-task-2585774:19_farm_wheel_severe,,cvat_annotations_received_pending_synthetic_qa,
20_river_engine_unobservable.png,bfe31b935d8c4d95b72b4d24e730250ef6eac7ded2e941552c3148a0f73c0c60,3849537,1448,1086,9,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,20_river_engine_unobservable,Humvee,20 river engine unobservable,cvat-task-2585774:20_river_engine_unobservable,,cvat_annotations_received_pending_synthetic_qa,
21_coastal_comms_possible.png,07bf86e341de56083f69c975700779eca1677de1b6c1fd711f3115b9e7b30162,3217158,1447,1087,6,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,21_coastal_comms_possible,Humvee,21 coastal comms possible,cvat-task-2585774:21_coastal_comms_possible,,cvat_annotations_received_pending_synthetic_qa,
22_grass_weapon_severe.png,628d27c6453460491f6a485d0fbd9a8e8426dd4110754466268feda1f621d33b,4095698,1536,1024,9,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,22_grass_weapon_severe,Humvee,22 grass weapon severe,cvat-task-2585774:22_grass_weapon_severe,,cvat_annotations_received_pending_synthetic_qa,
23_mountain_wheel_possible.png,67c4878885ae54a5450efd9661a45fb204e144bb3e1a38de7c4ee564816a10b6,3920163,1536,1024,9,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,23_mountain_wheel_possible,Humvee,23 mountain wheel possible,cvat-task-2585774:23_mountain_wheel_possible,,cvat_annotations_received_pending_synthetic_qa,
24_urban_wreck_mixed.png,e0c7f19fd8053f28c300f1a61015261d5b3e6f4d53af8a0e99d3fda2f173ea37,3609508,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,24_urban_wreck_mixed,Humvee,24 urban wreck mixed,cvat-task-2585774:24_urban_wreck_mixed,,cvat_annotations_received_pending_synthetic_qa,
25_comms_severe_muddy.png,4145c6f4cba08170959db20e07b3c34c9b76f967071044685812ea0c03586408,3428429,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,25_comms_severe_muddy,Humvee,25 comms severe muddy,cvat-task-2585774:25_comms_severe_muddy,,cvat_annotations_received_pending_synthetic_qa,
26_comms_possible_highway.png,ce63561a70351f746e51e70c2a51074febd07c6ad555776cd40d7be6da59827c,3538466,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,26_comms_possible_highway,Humvee,26 comms possible highway,cvat-task-2585774:26_comms_possible_highway,,cvat_annotations_received_pending_synthetic_qa,
27_comms_severe_snow.png,9bbff446df2c80af6c814a2d993830a9c3695a2c0f5e47fca10a5d89145cafde,3444989,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,27_comms_severe_snow,Humvee,27 comms severe snow,cvat-task-2585774:27_comms_severe_snow,,cvat_annotations_received_pending_synthetic_qa,
28_comms_intact_training.png,80279668f108cf1249ac308c096d7275407c4a9e584b0f5fefcddcfb751eee79,3453113,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,28_comms_intact_training,Humvee,28 comms intact training,cvat-task-2585774:28_comms_intact_training,,cvat_annotations_received_pending_synthetic_qa,
29_weapon_severe_rubble.png,d725a51ca456822bed99d097bd3b95bee5192840d279c9a81c82887c6ba7f0aa,3320593,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,29_weapon_severe_rubble,Humvee,29 weapon severe rubble,cvat-task-2585774:29_weapon_severe_rubble,,cvat_annotations_received_pending_synthetic_qa,
30_weapon_severe_field.png,0557d455d36d49b181b0b2d39e60da21cf2629c44c4b76c494963ba1ad7948da,3501730,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,30_weapon_severe_field,Humvee,30 weapon severe field,cvat-task-2585774:30_weapon_severe_field,,cvat_annotations_received_pending_synthetic_qa,
31_weapon_possible_sand.png,7d7c6704c8fd3521ce8142574e958a36c6ff52071d8e2c1dc5621d25c66c7685,3379576,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,31_weapon_possible_sand,Humvee,31 weapon possible sand,cvat-task-2585774:31_weapon_possible_sand,,cvat_annotations_received_pending_synthetic_qa,
32_windshield_severe_rain.png,b5e24e4b4aac1d72a242804aeb3cdecf7c47a6e5a799e6576d98de35b9199896,3138508,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,32_windshield_severe_rain,Humvee,32 windshield severe rain,cvat-task-2585774:32_windshield_severe_rain,,cvat_annotations_received_pending_synthetic_qa,
33_door_possible_grass.png,db75334129980208d8d53b3d436919c1a6da0c9d00448dd9df2704622a70cd85,3729897,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,33_door_possible_grass,Humvee,33 door possible grass,cvat-task-2585774:33_door_possible_grass,,cvat_annotations_received_pending_synthetic_qa,
34_wheel_severe_mud.png,ef2ce117a05b8aada43b56744e87f647ae411e2c4028490cdd31057e61c57d9a,3557724,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,34_wheel_severe_mud,Humvee,34 wheel severe mud,cvat-task-2585774:34_wheel_severe_mud,,cvat_annotations_received_pending_synthetic_qa,
35_wheel_possible_rock.png,1182f405ddae6f4164778a9979640ac130f800838237364cfb04b6344eada1b6,3373392,1448,1086,8,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,35_wheel_possible_rock,Humvee,35 wheel possible rock,cvat-task-2585774:35_wheel_possible_rock,,cvat_annotations_received_pending_synthetic_qa,
36_engine_unobservable_smoke.png,33deb8045c7f78d6d0351f55d5e829a367f48d615e716182fc163d310d93a1b3,3601426,1448,1086,7,synthetic,text_to_image,OpenAI image generation tool,not recorded,cvat-task-2585774,36_engine_unobservable_smoke,Humvee,36 engine unobservable smoke,cvat-task-2585774:36_engine_unobservable_smoke,,cvat_annotations_received_pending_synthetic_qa,
